,callsign,runway,arrAirport,initialGateTimeOfDeparture,aircraftType,arrGate,node,optimalExit,optimalValue,meanValue,stdevValue
319,DAL1159,26R,KATL,02/17/2017 21:28:00,MD88,B21,9,9,660.56,,
320,DAL1612,26R,KATL,02/17/2017 21:40:00,MD88,B14,8,8,687.62,,
321,DAL2614,27L,KATL,02/17/2017 21:35:00,A321,T03,12,59,624.4,,
322,DAL2047,28,KATL,02/17/2017 21:55:00,B739,A26,1,72,1621.3,,
323,DAL1116,26R,KATL,02/17/2017 21:40:00,B712,D9A,16,9,628.44,,
324,DAL1271,27L,KATL,02/17/2017 21:36:00,B752,A20,7,59,649.34,,
325,ASQ5483,26R,KATL,02/17/2017 21:44:00,CRJ9,C36,9,9,280.95,,
326,SWA280,27L,KATL,02/17/2017 21:55:00,B737,C12,14,59,473.68,,
327,DAL815,28,KATL,02/17/2017 22:15:00,MD88,B13,9,73,1258.08,,
328,DAL105,26R,KATL,02/17/2017 21:00:00,MD90,A12,7,8,703.54,,
329,ASQ5520,28,KATL,02/17/2017 22:33:00,CRJ2,D35,5,73,551.43,,
330,UAL1269,27L,KATL,02/17/2017 21:42:00,A320,T13,1,59,920.86,,
331,DAL1296,27L,KATL,02/17/2017 22:13:00,B752,A11,13,59,439.35,,
332,DAL2124,26R,KATL,02/17/2017 21:14:00,MD88,C41,4,9,580.64,,
333,ASH6305,26R,KATL,02/17/2017 22:05:00,E75L,T14,1,8,328.08,,
334,DAL1094,27L,KATL,02/17/2017 22:25:00,B712,C55,4,58,989.48,,
335,DAL2172,27L,KATL,02/17/2017 22:30:00,B738,A05,13,59,447.8,,
336,DAL2059,27L,KATL,02/17/2017 22:55:00,B712,C46,3,59,647.96,,
337,DAL1221,26R,KATL,02/17/2017 21:55:00,B712,C49,4,9,573.14,,
338,ASQ5246,26R,KATL,02/17/2017 22:19:00,CRJ2,D24,10,9,268.31,,
339,ASQ5163,27L,KATL,02/17/2017 22:15:00,CRJ2,D39,5,59,386.03,,
340,SWA4079,27L,KATL,02/17/2017 22:00:00,B733,C3,15,59,581.74,,
341,DAL2216,26R,KATL,02/17/2017 21:40:00,MD90,B31,3,9,621.25,,
342,DAL1093,26R,KATL,02/17/2017 22:25:00,MD88,B02,13,8,777.15,,
343,DAL729,26R,KATL,02/17/2017 23:20:00,B712,C50,3,9,625.4,,
344,DAL731,27L,KATL,02/17/2017 22:40:00,MD88,B20,8,59,522.09,,
345,SWA552,27L,KATL,02/17/2017 22:20:00,B737,C10,14,60,561.42,,
346,DAL1293,27L,KATL,02/17/2017 22:40:00,B752,A09,13,59,503.87,,
347,DAL1462,26R,KATL,02/17/2017 22:45:00,MD88,A06,12,8,844.84,,
348,DAL1964,27L,KATL,02/17/2017 23:30:00,MD88,D16,10,59,732.99,,
349,EDV3743,26R,KATL,02/17/2017 22:35:00,CRJ9,D33,5,9,185.65,,
350,DAL101,26R,KATL,02/17/2017 20:30:00,B753,A25,2,8,558.22,,
351,DAL477,27L,KATL,02/17/2017 22:30:00,B77L,F08,18,59,1383.04,,
352,DAL2544,26R,KATL,02/17/2017 22:45:00,A321,A24,1,8,1203.57,,
353,DAL1307,27L,KATL,02/17/2017 23:10:00,MD88,B09,14,59,449.24,,
354,ASQ5379,26R,KATL,02/17/2017 23:47:00,CRJ9,D29,5,9,186.07,,
355,DAL1615,28,KATL,02/17/2017 22:55:00,B738,A27,2,72,1459.25,,
356,AAL1249,26R,KATL,02/17/2017 18:35:00,B738,T12,1,8,686.58,,
357,DAL1971,28,KATL,02/17/2017 23:40:00,B737,E08,16,72,1275.41,,
358,DAL1110,28,KATL,02/17/2017 23:25:00,A321,A16,7,72,1525.22,,
359,DAL826,27L,KATL,02/17/2017 23:45:00,MD88,B28,2,58,708.39,,
360,DAL2891,27L,KATL,02/17/2017 22:15:00,MD90,B10,13,59,459.35,,
361,SWA1690,27L,KATL,02/17/2017 20:25:00,B737,C13,15,58,899.76,,
362,DAL2337,26R,KATL,02/17/2017 23:33:00,MD90,B24,2,8,973.83,,
363,SWA1780,27L,KATL,02/17/2017 23:05:00,B738,C2,14,59,405.14,,
364,DAL1774,27L,KATL,02/17/2017 23:35:00,MD88,B06,13,59,409.4,,
365,DAL1998,28,KATL,02/17/2017 23:10:00,B752,A02,12,73,1295.49,,
366,DAL2224,28,KATL,02/17/2017 22:45:00,B752,A18,7,73,1613.28,,
367,DAL2180,26R,KATL,02/17/2017 23:32:00,MD88,B04,13,8,799.46,,
368,ASQ5106,27L,KATL,02/17/2017 23:49:00,CRJ7,D40,4,60,304.96,,
369,DAL2504,27L,KATL,02/17/2017 23:05:00,B712,C49,4,59,729.87,,
370,ASQ5586,27L,KATL,02/17/2017 23:45:00,CRJ2,D42,4,61,303.42,,
371,DAL2245,28,KATL,02/17/2017 22:59:00,B739,A03,13,72,1245.19,,
372,DAL2105,26R,KATL,02/17/2017 23:40:00,MD88,E07,17,9,873.62,,
373,DAL1646,26R,KATL,02/17/2017 23:35:00,MD88,B36,2,8,978.91,,
374,DAL1223,26R,KATL,02/17/2017 23:10:00,A319,E12,11,9,554.57,,
375,DAL2053,27L,KATL,02/17/2017 23:10:00,MD88,T04,12,59,621.41,,
376,DAL30,27L,KATL,02/17/2017 23:15:00,MD88,B26,2,59,626.95,,
377,SWA1437,26R,KATL,02/17/2017 21:20:00,B737,C6,14,9,806.75,,
378,DAL1644,26R,KATL,02/17/2017 23:19:00,B753,E01,17,8,988.45,,
379,DAL907,28,KATL,02/18/2017 00:06:00,MD88,B16,8,72,1317.69,,
380,ASQ5602,28,KATL,02/17/2017 23:47:00,CRJ2,D14,10,73,528.62,,
381,SWA415,26R,KATL,02/17/2017 23:10:00,B737,C20,9,9,1109.5,,
382,AAL2722,26R,KATL,02/17/2017 23:20:00,B738,T10,7,8,762.55,,
383,ASQ5150,28,KATL,02/17/2017 23:55:00,CRJ2,D27,11,73,511.33,,
384,DAL2033,27L,KATL,02/17/2017 22:55:00,B712,D05,16,60,436.86,,
385,DAL1429,26R,KATL,02/17/2017 20:58:00,B739,A30,1,8,738.87,,
386,DAL1527,27L,KATL,02/17/2017 23:55:00,A321,A07,13,59,463.65,,
387,ASQ5266,26R,KATL,02/18/2017 00:01:00,CRJ2,D33,5,9,179.14,,
388,SKW4562,26R,KATL,02/17/2017 23:20:00,CRJ2,D15,11,9,202.6,,
389,DAL2098,27L,KATL,02/18/2017 00:25:00,A321,A17,8,59,530.59,,
390,SWA4692,27L,KATL,02/17/2017 23:50:00,B737,C5,15,59,605.9,,
391,ASQ5482,26R,KATL,02/18/2017 00:35:00,CRJ2,C42,3,9,287.2,,
392,DAL1236,27L,KATL,02/18/2017 00:45:00,MD88,B20,8,59,699.14,,
393,DAL1349,26R,KATL,02/18/2017 00:40:00,B712,C50,3,9,578.97,,
394,ASQ5299,27L,KATL,02/18/2017 00:28:00,CRJ7,D46,5,60,255.02,,
395,SWA1589,27L,KATL,02/18/2017 00:01:00,B737,C9,15,59,600.5,,
396,DAL2025,27L,KATL,02/18/2017 00:15:00,B752,A09,13,59,416.96,,
397,DAL2104,26R,KATL,02/17/2017 23:40:00,MD88,B21,9,9,673.24,,
398,DAL1757,26R,KATL,02/17/2017 21:16:00,B752,A20,7,8,831.32,,
399,DAL2248,26R,KATL,02/17/2017 23:55:00,MD90,A26,1,8,1035.66,,
400,DAL2490,27L,KATL,02/18/2017 00:25:00,A321,A21,8,59,561.71,,
401,DAL1390,27L,KATL,02/18/2017 00:14:00,B712,D13,11,59,832.6,,
402,DAL2483,26R,KATL,02/18/2017 00:20:00,B712,C36,9,9,678.85,,
403,DAL1383,27L,KATL,02/17/2017 23:47:00,MD88,D08,15,59,562.52,,
404,DAL1176,26R,KATL,02/18/2017 00:15:00,MD88,A24,1,8,732.26,,
405,ASQ5149,27L,KATL,02/18/2017 00:40:00,CRJ2,D30,4,59,323.07,,
406,DAL1198,27L,KATL,02/18/2017 00:40:00,B739,A27,2,59,590.39,,
407,DAL949,26R,KATL,02/18/2017 01:20:00,A320,T08,7,8,859.81,,
408,DAL2067,27L,KATL,02/18/2017 01:05:00,MD88,B07,14,60,522.48,,
409,DAL2036,27L,KATL,02/18/2017 00:15:00,MD88,B31,3,59,632.26,,
410,ASQ5117,26R,KATL,02/18/2017 00:25:00,CRJ9,D8A,15,9,307.75,,
411,DAL2534,26R,KATL,02/18/2017 01:03:00,B739,A34,1,8,735.74,,
412,DAL84,27L,KATL,02/18/2017 00:35:00,MD88,B33,3,59,641.0,,
413,DAL1053,27L,KATL,02/18/2017 00:45:00,MD88,B11,14,61,759.15,,
414,AAL760,26R,KATL,02/18/2017 01:10:00,A320,E4,16,9,637.46,,
415,DAL1834,26R,KATL,02/18/2017 01:00:00,MD88,B27,3,9,634.6,,
416,FFT423,26R,KATL,02/17/2017 23:30:00,A320,D1A,16,9,632.63,,
417,DAL1378,27L,KATL,02/18/2017 00:45:00,MD88,B14,8,59,832.59,,
418,DAL345,27L,KATL,02/18/2017 00:40:00,MD88,B02,13,59,908.59,,
419,DAL2130,27L,KATL,02/18/2017 01:00:00,MD88,B36,2,59,638.68,,
420,DAL2398,26R,KATL,02/17/2017 23:15:00,B712,C37,10,9,783.0,,
421,DAL2445,27L,KATL,02/18/2017 00:30:00,B712,E26,11,59,839.95,,
422,DAL1549,26R,KATL,02/17/2017 23:50:00,B752,A03,13,8,1202.36,,
423,ASQ5209,26R,KATL,02/17/2017 23:15:00,CRJ9,D35,5,9,213.58,,
424,DAL1226,27L,KATL,02/18/2017 00:50:00,B752,A28,1,59,803.08,,
425,DAL1248,27L,KATL,02/18/2017 00:35:00,MD90,B06,13,59,468.02,,
426,AAL2319,26R,KATL,02/18/2017 00:50:00,A319,T10,7,8,820.38,,
427,DAL1777,26R,KATL,02/18/2017 01:00:00,B737,B19,9,9,792.67,,
428,AAL2408,26R,KATL,02/18/2017 00:46:00,B738,T11,7,8,803.72,,
429,DAL2174,26R,KATL,02/18/2017 01:22:00,MD88,B29,3,9,1007.57,,
430,AAL1446,27L,KATL,02/18/2017 01:03:00,A319,T12,1,59,772.95,,
431,DAL2082,26R,KATL,02/18/2017 00:25:00,MD88,B10,13,8,757.29,,
432,DAL1435,26R,KATL,02/18/2017 01:30:00,A321,A12,7,8,794.48,,
433,DAL2334,27L,KATL,02/18/2017 01:30:00,A321,A06,12,59,610.9,,
434,DAL1257,26R,KATL,02/17/2017 22:05:00,B739,A27,2,8,592.64,,
435,DAL2094,26R,KATL,02/17/2017 23:45:00,B739,A30,1,8,714.18,,
436,DAL1817,26R,KATL,02/18/2017 00:45:00,A320,B09,14,9,1190.78,,
437,DAL1624,26R,KATL,02/18/2017 01:17:00,B739,E09,17,9,872.34,,
438,DAL2923,26R,KATL,02/17/2017 20:55:00,B739,B12,8,8,637.14,,
439,AAL1687,26R,KATL,02/18/2017 00:59:00,E190,E6,16,9,245.1,,
440,SKW5188,26R,KATL,02/18/2017 00:55:00,E75L,T14,1,8,224.34,,
441,DAL2046,27L,KATL,02/18/2017 00:20:00,A321,A24,1,59,720.09,,
442,NKS569,26R,KATL,02/18/2017 02:07:00,A320,E32,5,9,434.65,,
443,DAL1554,26R,KATL,02/17/2017 23:15:00,B739,T07,7,8,795.62,,
444,SKW5385,26R,KATL,02/18/2017 02:50:00,CRJ7,T15,1,8,224.54,,
445,ASA750,26R,KATL,02/18/2017 00:15:00,B739,D3,16,9,710.64,,
446,DAL2187,26R,KATL,02/18/2017 01:30:00,B752,A12,7,8,796.01,,
447,AAL2513,26R,KATL,02/18/2017 00:10:00,B738,T11,7,8,764.68,,
448,DAL1150,26R,KATL,02/18/2017 01:16:00,B739,T05,12,8,903.56,,
449,FFT426,26R,KATL,02/18/2017 03:04:00,A320,D1,16,9,579.2,,
450,UAL1970,27L,KATL,02/17/2017 19:40:00,B737,T13,1,59,910.6,,
451,UAL607,26R,KATL,02/18/2017 01:30:00,B737,T13,1,8,842.7,,
452,DAL1792,26R,KATL,02/18/2017 06:25:00,B739,A32,1,8,724.02,,
453,AAL1116,26R,KATL,02/18/2017 06:10:00,B738,T11,7,8,775.69,,
454,DAL1354,26R,KATL,02/18/2017 06:30:00,B752,A18,7,8,857.43,,
455,DAL2413,26R,KATL,02/18/2017 06:20:00,B738,F05,19,8,1215.51,,
456,DAL527,26R,KATL,02/18/2017 07:35:00,A321,A03,13,8,742.27,,
457,DAL2480,26R,KATL,02/18/2017 07:25:00,B739,A24,1,8,699.79,,
458,DAL2082,26R,KATL,02/18/2017 07:40:00,B753,A10,12,8,897.37,,
459,DAL2281,26R,KATL,02/18/2017 06:45:00,B739,A28,1,8,1081.98,,
460,DAL2318,26R,KATL,02/18/2017 07:05:00,B738,F10,18,8,1097.13,,
461,DAL689,26R,KATL,02/18/2017 11:00:00,MD88,B09,14,9,782.88,,
462,FFT429,27L,KATL,02/18/2017 10:15:00,A320,D1A,16,59,716.1,,
463,UAL1152,27L,KATL,02/18/2017 06:44:00,B738,T13,1,59,737.1,,
464,DAL1993,27L,KATL,02/18/2017 11:00:00,B739,F14,18,59,1005.72,,
465,DAL823,26R,KATL,02/18/2017 11:00:00,MD88,B23,9,9,697.61,,
466,DAL1075,27L,KATL,02/18/2017 11:15:00,B712,C37,10,60,722.18,,
467,DAL1095,26R,KATL,02/18/2017 10:55:00,B712,C42,3,9,603.2,,
468,DAL2914,26R,KATL,02/18/2017 11:20:00,B712,C40,3,9,634.74,,
469,DAL1960,26R,KATL,02/18/2017 10:45:00,B712,C41,4,9,561.32,,
470,DAL836,26R,KATL,02/18/2017 03:40:00,A333,E26,11,9,732.96,,
471,DAL1112,27L,KATL,02/18/2017 11:05:00,MD88,B03,14,59,470.98,,
472,DAL1482,26R,KATL,02/18/2017 11:00:00,B752,E05,17,9,852.48,,
473,DAL1988,27L,KATL,02/18/2017 11:00:00,B753,A15,8,59,535.99,,
474,DAL2815,27L,KATL,02/18/2017 07:45:00,B763,A19,8,59,831.05,,
475,DAL1617,27L,KATL,02/18/2017 10:45:00,MD90,T01,12,59,746.12,,
476,DAL2197,26R,KATL,02/18/2017 11:00:00,B752,A02,12,8,1278.11,,
477,ASQ5165,27L,KATL,02/18/2017 11:30:00,CRJ2,D29,5,59,372.72,,
478,DAL1544,27L,KATL,02/18/2017 10:45:00,A321,T05,12,59,581.8,,
479,DAL2099,26R,KATL,02/18/2017 11:00:00,MD88,B29,3,9,623.31,,
480,ASQ5270,27L,KATL,02/18/2017 11:15:00,CRJ2,D30,4,60,310.85,,
481,DAL1366,27L,KATL,02/18/2017 11:25:00,MD88,A34,1,59,1123.14,,
482,DAL1754,26R,KATL,02/18/2017 11:45:00,B712,T04,12,8,939.68,,
483,DAL1446,26R,KATL,02/18/2017 07:15:00,B753,T04,12,8,917.66,,
484,DAL1872,27L,KATL,02/18/2017 11:05:00,A321,A04,12,59,578.95,,
485,DAL2211,26R,KATL,02/18/2017 10:40:00,MD88,B24,2,8,586.63,,
486,DAL839,26R,KATL,02/18/2017 11:00:00,A320,E14,6,9,740.12,,
487,DAL891,27L,KATL,02/18/2017 11:00:00,MD88,B31,3,59,688.22,,
488,DAL1237,27L,KATL,02/18/2017 11:45:00,MD88,D08,15,61,620.25,,
489,DAL1640,27L,KATL,02/18/2017 11:00:00,B752,A06,12,59,594.34,,
490,DAL1234,27L,KATL,02/18/2017 11:50:00,MD88,E27,6,59,972.99,,
491,DAL2259,26R,KATL,02/18/2017 11:40:00,B712,C50,3,9,627.11,,
492,DAL1838,27L,KATL,02/18/2017 11:00:00,B712,C43,4,59,783.95,,
493,ASQ5501,27L,KATL,02/18/2017 12:00:00,CRJ2,C49,4,61,330.42,,
494,ASQ5281,27L,KATL,02/18/2017 11:00:00,CRJ9,C46,3,60,299.55,,
495,DAL1256,27L,KATL,02/18/2017 12:00:00,MD88,B06,13,59,875.59,,
496,DAL1499,26R,KATL,02/18/2017 12:00:00,MD88,T02,12,8,1295.36,,
497,DAL875,26R,KATL,02/18/2017 11:00:00,MD90,B26,2,8,973.09,,
498,DAL2290,26R,KATL,02/18/2017 11:00:00,MD88,B25,9,9,713.91,,
499,ASQ5307,26R,KATL,02/18/2017 12:00:00,CRJ2,D32,4,9,234.47,,
500,DAL2551,26R,KATL,02/18/2017 11:15:00,MD88,D08,15,9,784.08,,
501,RPA4713,26R,KATL,02/18/2017 11:15:00,E75L,T11,7,8,320.4,,
502,DAL1222,26R,KATL,02/18/2017 11:00:00,A321,A05,13,8,795.48,,
503,ASQ5264,27L,KATL,02/18/2017 10:45:00,CRJ9,F14,18,59,419.27,,
504,DAL2569,27L,KATL,02/18/2017 12:00:00,B712,C33,10,59,718.99,,
505,NKS252,28,KATL,02/18/2017 12:00:00,A320,D3,16,72,1337.42,,
506,DAL2014,27L,KATL,02/18/2017 11:00:00,MD88,B02,13,59,488.38,,
507,ASQ5120,28,KATL,02/18/2017 12:10:00,CRJ2,C34,9,73,513.68,,
508,DAL2092,27L,KATL,02/18/2017 12:00:00,A321,A12,7,59,704.52,,
509,DAL2867,26R,KATL,02/18/2017 12:00:00,B737,B19,9,9,797.53,,
510,ASQ5397,28,KATL,02/18/2017 12:35:00,CRJ7,C47,4,73,567.07,,
511,DAL575,26R,KATL,02/18/2017 11:00:00,MD88,B13,9,9,1138.02,,
512,DAL849,28,KATL,02/18/2017 12:00:00,A320,E16,6,73,1695.4,,
513,DAL1146,28,KATL,02/18/2017 12:10:00,B739,A07,13,72,1263.39,,
514,DAL1697,27L,KATL,02/18/2017 11:50:00,MD88,E07,17,60,863.16,,
515,DAL1836,28,KATL,02/18/2017 12:25:00,B737,F03,19,73,1582.58,,
516,DAL1171,28,KATL,02/18/2017 12:20:00,MD88,B36,2,73,1675.85,,
517,DAL1263,27L,KATL,02/18/2017 11:00:00,MD88,T05,12,59,985.38,,
518,DAL2352,27L,KATL,02/18/2017 11:00:00,MD88,C52,3,61,876.69,,
519,DAL1364,26R,KATL,02/18/2017 11:45:00,MD88,B12,8,8,678.77,,
520,DAL1691,27L,KATL,02/18/2017 10:45:00,MD88,B23,9,59,547.58,,
521,DAL827,28,KATL,02/18/2017 11:45:00,B752,T08,7,73,1464.73,,
522,DAL1249,27L,KATL,02/18/2017 10:46:00,MD88,B34,2,59,1064.65,,
523,DAL1508,28,KATL,02/18/2017 12:00:00,B752,A30,1,72,1617.36,,
524,DAL1139,26R,KATL,02/18/2017 11:42:00,B712,D05,16,9,649.82,,
525,DAL1605,27L,KATL,02/18/2017 11:35:00,MD90,A18,7,59,1115.06,,
526,DAL2171,26R,KATL,02/18/2017 12:30:00,A320,A01,13,8,812.39,,
527,DAL2808,26R,KATL,02/18/2017 11:35:00,A319,E11,17,9,879.16,,
528,DAL894,26R,KATL,02/18/2017 11:00:00,MD88,B33,3,9,634.07,,
529,DAL2031,27L,KATL,02/18/2017 12:00:00,A321,T06,7,59,658.07,,
530,DAL2137,28,KATL,02/18/2017 12:15:00,MD90,B14,8,72,1404.98,,
531,DAL2931,28,KATL,02/18/2017 12:30:00,MD88,A25,2,73,1383.57,,
532,SKW4667,26R,KATL,02/18/2017 11:54:00,CRJ2,D40,4,9,217.35,,
533,DAL1252,27L,KATL,02/18/2017 12:00:00,MD88,B10,13,59,642.01,,
534,EDV4179,28,KATL,02/18/2017 12:00:00,CRJ9,D8A,15,73,478.26,,
535,DAL870,26R,KATL,02/18/2017 11:50:00,A319,D9A,16,9,954.0,,
536,DAL872,26R,KATL,02/18/2017 12:00:00,A320,A24,1,8,735.95,,
537,DAL1984,28,KATL,02/18/2017 11:45:00,B738,F07,19,72,1748.21,,
538,DAL1991,26R,KATL,02/18/2017 11:15:00,B739,A27,2,8,577.54,,
539,DAL1432,27L,KATL,02/18/2017 12:28:00,MD88,A29,2,59,1094.17,,
540,DAL2813,27L,KATL,02/18/2017 12:30:00,B739,A33,2,59,720.47,,
541,ASQ5286,28,KATL,02/18/2017 12:00:00,CRJ2,D31,5,73,549.22,,
542,DAL1518,26R,KATL,02/18/2017 12:00:00,MD88,B04,13,8,724.54,,
543,DAL1952,26R,KATL,02/18/2017 11:53:00,MD88,F09,19,9,1140.96,,
544,ASQ5435,28,KATL,02/18/2017 12:00:00,CRJ2,D26,10,73,533.02,,
545,DAL2636,27L,KATL,02/18/2017 12:00:00,MD88,A32,1,59,779.7,,
546,SKW5254,26R,KATL,02/18/2017 12:07:00,E75L,T13,1,8,275.18,,
547,DAL2085,26R,KATL,02/18/2017 12:00:00,B739,B29,3,9,573.5,,
548,NKS877,27L,KATL,02/18/2017 12:00:00,A319,D4,15,58,789.81,,
549,ASQ5575,26R,KATL,02/18/2017 11:46:00,CRJ9,C55,4,9,230.89,,
550,DAL1481,26R,KATL,02/18/2017 12:05:00,MD88,B28,2,8,603.05,,
551,DAL1869,28,KATL,02/18/2017 11:45:00,MD88,B03,14,72,1295.17,,
552,ASQ5290,28,KATL,02/18/2017 13:06:00,CRJ2,D34,4,73,563.13,,
553,DAL1085,27L,KATL,02/18/2017 12:39:00,B752,A26,1,59,777.68,,
554,DAL1568,27L,KATL,02/18/2017 13:25:00,B712,C33,10,59,714.3,,
555,SKW4684,27L,KATL,02/18/2017 10:55:00,CRJ2,D30,4,59,316.2,,
556,DAL2912,26R,KATL,02/18/2017 13:30:00,A320,T01,12,8,975.95,,
557,DAL2061,26R,KATL,02/18/2017 12:35:00,B752,F05,19,9,1109.7,,
558,DAL1890,28,KATL,02/18/2017 12:00:00,MD90,T07,7,72,1515.8,,
559,EDV3650,27L,KATL,02/18/2017 11:55:00,CRJ9,C46,3,59,263.31,,
560,DAL667,27L,KATL,02/18/2017 13:20:00,MD88,B07,14,60,540.14,,
561,DAL1137,26R,KATL,02/18/2017 13:15:00,B752,A11,13,8,985.53,,
562,DAL1080,26R,KATL,02/18/2017 13:10:00,B739,E30,5,9,441.94,,
563,DAL1673,26R,KATL,02/18/2017 13:00:00,MD90,B36,2,8,560.88,,
564,DAL1563,26R,KATL,02/18/2017 13:30:00,MD88,E26,11,9,514.36,,
565,DAL1184,27L,KATL,02/18/2017 13:00:00,B752,A19,8,59,989.74,,
566,ASQ5123,27L,KATL,02/18/2017 12:50:00,CRJ2,D42,4,60,307.5,,
567,DAL1565,26R,KATL,02/18/2017 12:15:00,B752,A16,7,8,795.19,,
568,DAL1439,28,KATL,02/18/2017 12:45:00,B712,C47,4,73,1310.53,,
569,DAL1477,26R,KATL,02/18/2017 13:00:00,B712,C43,4,9,560.0,,
570,DAL1113,27L,KATL,02/18/2017 13:00:00,B752,A02,12,59,766.52,,
571,DAL997,27L,KATL,02/18/2017 13:40:00,B739,B05,14,59,537.81,,
572,DAL639,26R,KATL,02/18/2017 13:05:00,A321,B06,13,8,586.11,,
573,DAL2205,27L,KATL,02/18/2017 13:25:00,B752,A28,1,57,866.41,,
574,DAL1273,26R,KATL,02/18/2017 14:00:00,MD88,B33,3,9,610.23,,
575,DAL1054,26R,KATL,02/18/2017 12:25:00,MD88,B11,14,9,796.24,,
576,DAL2382,26R,KATL,02/18/2017 13:40:00,MD88,B28,2,8,619.96,,
577,DAL1593,27L,KATL,02/18/2017 14:00:00,B737,E35,6,60,705.83,,
578,DAL1117,27L,KATL,02/18/2017 14:00:00,MD88,A32,1,59,1181.09,,
579,DAL2086,26R,KATL,02/18/2017 13:10:00,B712,C34,9,9,697.93,,
580,DAL2165,26R,KATL,02/18/2017 13:00:00,MD90,A04,12,8,1311.6,,
581,DAL1713,26R,KATL,02/18/2017 14:25:00,MD88,A27,2,8,629.26,,
582,DAL1966,27L,KATL,02/18/2017 13:00:00,B712,C41,4,59,742.91,,
583,DAL958,27L,KATL,02/18/2017 13:05:00,B752,E15,17,59,894.9,,
584,SKW3557,26R,KATL,02/18/2017 11:00:00,CRJ2,D28,10,9,259.81,,
585,DAL2326,28,KATL,02/18/2017 13:45:00,B739,E06,16,72,1278.54,,
586,DAL807,26R,KATL,02/18/2017 13:00:00,MD88,B12,8,8,1068.21,,
587,DAL1955,28,KATL,02/18/2017 14:00:00,A319,E36,5,72,1516.0,,
588,DAL1842,26R,KATL,02/18/2017 12:55:00,MD88,E05,17,9,904.38,,
589,SWA5164,28,KATL,02/18/2017 14:15:00,B737,C7,15,72,1269.91,,
590,DAL2329,26R,KATL,02/18/2017 14:20:00,B712,C52,3,9,609.41,,
591,SWA5258,28,KATL,02/18/2017 14:10:00,B733,C14,14,72,1253.42,,
592,RPA4476,26R,KATL,02/18/2017 13:31:00,E75L,T9,7,8,353.46,,
593,DAL1818,28,KATL,02/18/2017 14:20:00,A321,C42,3,72,1462.1,,
594,DAL940,28,KATL,02/18/2017 13:59:00,MD90,T08,7,72,1532.57,,
595,DAL1973,26R,KATL,02/18/2017 14:00:00,B737,E08,16,9,720.55,,
596,SWA5346,26R,KATL,02/18/2017 14:00:00,B737,C22,9,9,672.28,,
597,EDV4042,26R,KATL,02/18/2017 15:00:00,CRJ9,D33,5,9,170.93,,
598,DAL851,28,KATL,02/18/2017 13:00:00,A319,A07,13,72,1292.56,,
599,DAL2233,28,KATL,02/18/2017 14:05:00,B739,E02,16,72,1317.99,,
600,NKS404,28,KATL,02/18/2017 14:18:00,A319,D1A,16,73,1096.92,,
601,DAL2114,26R,KATL,02/18/2017 13:00:00,A320,E32,5,9,466.66,,
602,ASQ5589,27L,KATL,02/18/2017 15:05:00,CRJ2,D24,10,59,271.8,,
603,ASQ5239,26R,KATL,02/18/2017 14:59:00,CRJ2,D12,10,9,263.48,,
604,DAL2078,28,KATL,02/18/2017 14:15:00,MD88,B36,2,72,1509.7,,
605,DAL2441,26R,KATL,02/18/2017 15:00:00,MD88,B18,8,8,687.58,,
606,DAL2375,26R,KATL,02/18/2017 14:00:00,B739,A24,1,8,516.14,,
607,DAL2212,28,KATL,02/18/2017 15:12:00,MD88,B04,13,73,1540.2,,
608,DAL1505,28,KATL,02/18/2017 15:12:00,MD88,A34,1,72,1644.29,,
609,SWA1024,26R,KATL,02/18/2017 14:05:00,B733,C5,15,9,743.13,,
610,DAL1089,26R,KATL,02/18/2017 14:00:00,MD88,A32,1,8,727.18,,
611,DAL1903,26R,KATL,02/18/2017 13:55:00,B739,A33,2,8,590.08,,
612,DAL2380,28,KATL,02/18/2017 15:30:00,MD90,B16,8,72,1411.59,,
613,DAL1698,26R,KATL,02/18/2017 14:15:00,MD88,T06,7,8,805.42,,
614,DAL2609,26R,KATL,02/18/2017 15:25:00,B712,C43,4,9,567.18,,
615,AAL1388,26R,KATL,02/18/2017 14:40:00,B738,T9,7,8,606.14,,
616,AAL2004,28,KATL,02/18/2017 14:37:00,A319,D23,11,73,1258.44,,
617,ASQ5518,28,KATL,02/18/2017 14:45:00,CRJ2,C49,4,73,653.21,,
618,DAL89,28,KATL,02/18/2017 15:20:00,B752,E30,5,72,1521.87,,
619,SWA2516,28,KATL,02/18/2017 15:20:00,B733,C16,9,72,1352.68,,
620,SWA1541,26R,KATL,02/18/2017 14:55:00,B737,C4,14,9,1202.73,,
621,ASQ5143,26R,KATL,02/18/2017 15:45:00,CRJ2,D32,4,8,265.48,,
622,DAL2309,26R,KATL,02/18/2017 15:35:00,B712,C37,10,9,646.59,,
623,SWA4459,28,KATL,02/18/2017 15:35:00,B737,C12,14,72,1223.21,,
624,SWA4482,28,KATL,02/18/2017 15:45:00,B737,C9,15,73,1462.08,,
625,DAL1539,26R,KATL,02/18/2017 14:55:00,MD90,B24,2,8,586.64,,
626,AAL2016,26R,KATL,02/18/2017 15:10:00,E190,D21,11,9,207.34,,
627,DAL1350,27L,KATL,02/18/2017 16:35:00,B712,C55,4,62,850.86,,
628,ASQ5306,26R,KATL,02/18/2017 16:37:00,CRJ9,E33,6,9,298.73,,
629,ASQ5155,28,KATL,02/18/2017 16:30:00,CRJ2,D26,10,72,585.6,,
